sector,scenario,vintage,metric,unit,year,value
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,699.27
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,704.34
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,709.44
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,714.58
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,717.12
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,715.46
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,713.81
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,712.19
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,710.58
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,708.99
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,707.42
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,705.87
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,704.34
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,702.82
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,701.31
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,699.83
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,698.36
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,696.90
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,695.46
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,694.03
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,692.62
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,691.27
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,689.92
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,688.58
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,687.25
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,685.93
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,684.71
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,683.50
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,682.28
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,681.07
cement,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,679.86
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,699.27
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,704.34
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,709.44
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,714.58
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,717.12
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,714.98
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,712.86
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,710.76
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,708.67
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,706.60
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,704.55
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,702.51
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,700.48
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,698.47
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,696.48
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,694.50
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,692.55
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,690.61
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,688.69
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,686.78
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,684.89
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,680.94
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,677.02
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,673.13
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,669.27
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,665.44
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,660.21
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,655.01
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,649.85
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,644.74
cement,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,639.66
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,699.27
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,704.34
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,709.44
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,714.58
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,717.12
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,697.22
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,677.26
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,657.24
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,637.15
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,617.00
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,596.79
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,576.51
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,556.16
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,535.75
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,515.28
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,494.74
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,451.73
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,408.15
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,363.99
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,319.24
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,273.90
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,245.02
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,215.84
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,186.37
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,156.60
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,126.53
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,105.18
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,83.52
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,61.56
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,39.29
cement,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,16.71
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2020,699.27
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2021,680.56
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2022,661.84
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2023,643.13
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2024,624.41
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2025,605.70
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2026,581.41
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2027,557.12
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2028,532.83
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2029,508.54
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2030,484.25
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2031,466.40
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2032,448.56
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2033,430.71
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2034,412.87
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2035,395.02
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2036,384.00
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2037,372.97
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2038,361.95
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2039,350.92
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2040,339.90
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2041,330.38
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2042,320.87
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2043,311.35
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2044,301.84
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2045,292.32
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2046,283.47
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2047,274.61
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2048,265.76
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2049,256.91
cement,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2050,248.05
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,1271.77
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,1261.05
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,1250.41
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,1239.87
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,1248.13
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,1237.65
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,1227.38
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,1217.30
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,1207.42
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,1197.73
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,1188.22
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,1178.89
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,1169.74
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,1160.75
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,1151.92
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,1143.25
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,1134.10
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,1125.14
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,1116.37
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,1107.79
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,1099.39
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,1090.73
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,1082.23
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,1073.90
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,1065.72
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,1057.69
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,1049.39
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,1041.22
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,1033.18
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,1025.27
steel,CPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,1017.48
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,1271.77
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,1261.05
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,1250.41
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,1239.87
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,1248.13
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,1229.98
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,1212.19
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,1194.74
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,1177.62
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,1160.83
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,1144.35
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,1128.18
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,1112.31
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,1096.73
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,1081.43
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,1066.40
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,1052.67
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,1039.21
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,1025.99
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,1013.02
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,1000.29
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,985.48
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,970.94
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,956.68
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,942.69
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,928.95
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,912.70
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,896.75
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,881.11
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,865.75
steel,STEPS_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,850.68
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2020,1271.77
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2021,1261.05
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2022,1250.41
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2023,1239.87
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2024,1248.13
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2025,1210.30
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2026,1172.70
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2027,1135.33
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2028,1098.18
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2029,1061.25
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2030,1024.55
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2031,988.06
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2032,951.79
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2033,915.73
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2034,879.89
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2035,844.26
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2036,783.05
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2037,721.81
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2038,660.54
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2039,599.25
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2040,537.92
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2041,486.39
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2042,434.71
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2043,382.88
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2044,330.90
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2045,278.77
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2046,242.43
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2047,205.99
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2048,169.46
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2049,132.83
steel,NZ_WEO2025,WEO2025,emission_intensity,kg CO2/t,2050,96.10
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2020,1271.77
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2021,1226.27
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2022,1180.77
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2023,1135.28
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2024,1089.78
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2025,1044.28
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2026,969.05
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2027,893.83
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2028,818.60
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2029,743.38
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2030,668.15
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2031,613.90
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2032,559.65
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2033,505.40
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2034,451.15
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2035,396.90
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2036,364.37
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2037,331.84
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2038,299.31
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2039,266.78
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2040,234.25
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2041,213.31
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2042,192.38
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2043,171.45
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2044,150.51
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2045,129.58
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2046,116.81
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2047,104.04
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2048,91.28
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2049,78.51
steel,NZ_WEO2021,WEO2021,emission_intensity,kg CO2/t,2050,65.74
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2022,102.68
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2023,101.27
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2024,97.11
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2025,95.52
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2026,94.06
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2027,92.71
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2028,91.47
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2029,90.32
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2030,89.25
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2031,88.25
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2032,87.32
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2033,86.44
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2034,85.62
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2035,84.85
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2036,84.15
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2037,83.48
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2038,82.84
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2039,82.24
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2040,81.66
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2041,81.14
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2042,80.65
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2043,80.17
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2044,79.72
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2045,79.29
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2046,78.39
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2047,77.53
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2048,76.69
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2049,75.89
aviation,CPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2050,75.11
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2022,102.68
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2023,101.27
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2024,97.11
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2025,96.38
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2026,95.70
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2027,95.07
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2028,94.48
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2029,93.92
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2030,93.40
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2031,92.91
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2032,92.44
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2033,92.00
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2034,91.58
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2035,91.19
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2036,89.45
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2037,87.82
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2038,86.28
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2039,84.83
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2040,83.47
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2041,81.80
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2042,80.23
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2043,78.76
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2044,77.37
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2045,76.06
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2046,74.07
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2047,72.20
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2048,70.44
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2049,68.79
aviation,STEPS_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2050,67.22
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2022,102.68
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2023,101.27
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2024,97.11
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2025,94.09
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2026,91.26
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2027,88.60
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2028,86.08
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2029,83.71
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2030,81.46
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2031,79.33
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2032,77.30
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2033,75.38
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2034,73.55
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2035,71.81
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2036,68.22
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2037,64.69
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2038,61.22
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2039,57.82
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2040,54.47
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2041,50.85
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2042,47.32
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2043,43.89
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2044,40.55
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2045,37.30
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2046,33.30
aviation,NZ_WEO2025,WEO2025,emission_intensity,g CO2/pkm,2047,29.43
